dis_name,ref_name,score
baryon_density-sz_config1.png,NVB_C009_l10n512_S12345T692_z54_baryon_density.png,1.452392339706421
baryon_density-sz_config2.png,NVB_C009_l10n512_S12345T692_z54_baryon_density.png,1.166361689567566
baryon_density-sz_config3.png,NVB_C009_l10n512_S12345T692_z54_baryon_density.png,1.2661460638046265
baryon_density-zfp_config1.png,NVB_C009_l10n512_S12345T692_z54_baryon_density.png,1.4913623332977295
baryon_density-zfp_config2.png,NVB_C009_l10n512_S12345T692_z54_baryon_density.png,1.4548141956329346
baryon_density-zfp_config3.png,NVB_C009_l10n512_S12345T692_z54_baryon_density.png,1.1156848669052124
baryon_density-mgard_config1.png,NVB_C009_l10n512_S12345T692_z54_baryon_density.png,1.44952392578125
baryon_density-mgard_config2.png,NVB_C009_l10n512_S12345T692_z54_baryon_density.png,1.3876752853393555
baryon_density-mgard_config3.png,NVB_C009_l10n512_S12345T692_z54_baryon_density.png,1.3850256204605103
dark_matter_density-sz_config1.png,NVB_C009_l10n512_S12345T692_z54_dark_matter_density.png,1.5488917827606201
dark_matter_density-sz_config2.png,NVB_C009_l10n512_S12345T692_z54_dark_matter_density.png,1.5495272874832153
dark_matter_density-sz_config3.png,NVB_C009_l10n512_S12345T692_z54_dark_matter_density.png,1.5432835817337036
dark_matter_density-zfp_config1.png,NVB_C009_l10n512_S12345T692_z54_dark_matter_density.png,1.5487604141235352
dark_matter_density-zfp_config2.png,NVB_C009_l10n512_S12345T692_z54_dark_matter_density.png,1.5490645170211792
dark_matter_density-zfp_config3.png,NVB_C009_l10n512_S12345T692_z54_dark_matter_density.png,1.549765944480896
dark_matter_density-mgard_config1.png,NVB_C009_l10n512_S12345T692_z54_dark_matter_density.png,1.5488661527633667
dark_matter_density-mgard_config2.png,NVB_C009_l10n512_S12345T692_z54_dark_matter_density.png,1.5498907566070557
dark_matter_density-mgard_config3.png,NVB_C009_l10n512_S12345T692_z54_dark_matter_density.png,1.5462614297866821
temperature-sz_config1.png,NVB_C009_l10n512_S12345T692_z54_temperature.png,1.477245569229126
temperature-sz_config2.png,NVB_C009_l10n512_S12345T692_z54_temperature.png,1.4769326448440552
temperature-sz_config3.png,NVB_C009_l10n512_S12345T692_z54_temperature.png,1.4064818620681763
temperature-zfp_config1.png,NVB_C009_l10n512_S12345T692_z54_temperature.png,1.4771699905395508
temperature-zfp_config2.png,NVB_C009_l10n512_S12345T692_z54_temperature.png,1.4771275520324707
temperature-zfp_config3.png,NVB_C009_l10n512_S12345T692_z54_temperature.png,1.4760814905166626
temperature-mgard_config1.png,NVB_C009_l10n512_S12345T692_z54_temperature.png,1.4773244857788086
temperature-mgard_config2.png,NVB_C009_l10n512_S12345T692_z54_temperature.png,1.4777874946594238
temperature-mgard_config3.png,NVB_C009_l10n512_S12345T692_z54_temperature.png,1.440128207206726
velocity_x-sz_config1.png,NVB_C009_l10n512_S12345T692_z54_velocity_x.png,1.4826247692108154
velocity_x-sz_config2.png,NVB_C009_l10n512_S12345T692_z54_velocity_x.png,1.4824645519256592
velocity_x-sz_config3.png,NVB_C009_l10n512_S12345T692_z54_velocity_x.png,1.4826974868774414
velocity_x-zfp_config1.png,NVB_C009_l10n512_S12345T692_z54_velocity_x.png,1.4826632738113403
velocity_x-zfp_config2.png,NVB_C009_l10n512_S12345T692_z54_velocity_x.png,1.4826208353042603
velocity_x-zfp_config3.png,NVB_C009_l10n512_S12345T692_z54_velocity_x.png,1.4823459386825562
velocity_x-mgard_config1.png,NVB_C009_l10n512_S12345T692_z54_velocity_x.png,1.4826339483261108
velocity_x-mgard_config2.png,NVB_C009_l10n512_S12345T692_z54_velocity_x.png,1.4827673435211182
velocity_x-mgard_config3.png,NVB_C009_l10n512_S12345T692_z54_velocity_x.png,1.4824541807174683
